2025-08-02_22-59-37 | Epoch 1 | D: 0.6216 | G: 1.8362 | G_KD: 0.4929 | D_KD: 0.1141
2025-08-02_22-59-37 | Epoch 443 | D: 0.5246 | G: 1.3591 | G_KD: 0.4421 | D_KD: 0.0393
2025-08-02_22-59-37 | Epoch 444 | D: 0.4731 | G: 1.5556 | G_KD: 0.5120 | D_KD: 0.0568
2025-08-02_22-59-37 | Epoch 445 | D: 0.5363 | G: 1.4752 | G_KD: 0.5028 | D_KD: 0.0512
2025-08-02_22-59-37 | Epoch 446 | D: 0.4202 | G: 2.2496 | G_KD: 0.4775 | D_KD: 0.1021
2025-08-02_22-59-37 | Epoch 447 | D: 0.4569 | G: 1.7122 | G_KD: 0.4956 | D_KD: 0.0640
2025-08-02_22-59-37 | Epoch 448 | D: 0.4609 | G: 1.6857 | G_KD: 0.4889 | D_KD: 0.0606
2025-08-02_22-59-37 | Epoch 449 | D: 0.5385 | G: 1.1523 | G_KD: 0.5064 | D_KD: 0.0329
2025-08-02_22-59-37 | Epoch 450 | D: 0.5715 | G: 1.4282 | G_KD: 0.4897 | D_KD: 0.0475
2025-08-02_22-59-37 | Epoch 451 | D: 0.8010 | G: 1.1938 | G_KD: 0.5555 | D_KD: 0.0361
2025-08-02_22-59-37 | Epoch 452 | D: 0.6832 | G: 1.5422 | G_KD: 0.4742 | D_KD: 0.0758
2025-08-02_22-59-37 | Epoch 453 | D: 0.7022 | G: 0.9704 | G_KD: 0.5334 | D_KD: 0.0562
2025-08-02_22-59-37 | Epoch 454 | D: 0.5905 | G: 1.2988 | G_KD: 0.4954 | D_KD: 0.0309
2025-08-02_22-59-37 | Epoch 455 | D: 0.5002 | G: 1.7441 | G_KD: 0.5251 | D_KD: 0.0535
2025-08-02_22-59-37 | Epoch 456 | D: 0.4275 | G: 1.4800 | G_KD: 0.4921 | D_KD: 0.0611
2025-08-02_22-59-37 | Epoch 457 | D: 0.3333 | G: 2.7805 | G_KD: 0.4814 | D_KD: 0.1500
2025-08-02_22-59-37 | Epoch 458 | D: 0.3851 | G: 1.6011 | G_KD: 0.5343 | D_KD: 0.0725
2025-08-02_22-59-37 | Epoch 459 | D: 0.3471 | G: 2.0429 | G_KD: 0.5063 | D_KD: 0.0978
2025-08-02_22-59-37 | Epoch 460 | D: 0.5493 | G: 2.2324 | G_KD: 0.5032 | D_KD: 0.1216
2025-08-02_22-59-37 | Epoch 461 | D: 0.6986 | G: 1.1528 | G_KD: 0.4661 | D_KD: 0.0248
2025-08-02_22-59-37 | Epoch 462 | D: 0.5596 | G: 2.1073 | G_KD: 0.4837 | D_KD: 0.1058
2025-08-02_22-59-37 | Epoch 463 | D: 0.4868 | G: 1.5449 | G_KD: 0.5088 | D_KD: 0.0475
2025-08-02_22-59-37 | Epoch 464 | D: 0.6046 | G: 1.6206 | G_KD: 0.5004 | D_KD: 0.0561
2025-08-02_22-59-37 | Epoch 465 | D: 0.5454 | G: 1.5599 | G_KD: 0.4856 | D_KD: 0.0586
2025-08-02_22-59-37 | Epoch 466 | D: 0.4731 | G: 1.6355 | G_KD: 0.4876 | D_KD: 0.0570
2025-08-02_22-59-37 | Epoch 467 | D: 0.4820 | G: 1.9662 | G_KD: 0.4826 | D_KD: 0.0863
2025-08-02_22-59-37 | Epoch 468 | D: 0.5058 | G: 1.7556 | G_KD: 0.5196 | D_KD: 0.0701
2025-08-02_22-59-37 | Epoch 469 | D: 0.5924 | G: 2.4166 | G_KD: 0.5042 | D_KD: 0.1512
2025-08-02_22-59-37 | Epoch 470 | D: 0.5051 | G: 1.4310 | G_KD: 0.4927 | D_KD: 0.0545
2025-08-02_22-59-37 | Epoch 471 | D: 0.5202 | G: 1.6297 | G_KD: 0.5253 | D_KD: 0.0512
2025-08-02_22-59-37 | Epoch 472 | D: 0.5595 | G: 2.0545 | G_KD: 0.4861 | D_KD: 0.1095
2025-08-02_22-59-37 | Epoch 473 | D: 0.5758 | G: 1.6004 | G_KD: 0.4655 | D_KD: 0.0613
2025-08-02_22-59-37 | Epoch 474 | D: 0.4664 | G: 1.7546 | G_KD: 0.5501 | D_KD: 0.0688
2025-08-02_22-59-37 | Epoch 475 | D: 0.3025 | G: 1.9412 | G_KD: 0.5164 | D_KD: 0.0953
2025-08-02_22-59-37 | Epoch 476 | D: 0.5089 | G: 1.9124 | G_KD: 0.4887 | D_KD: 0.0796
2025-08-02_22-59-37 | Epoch 477 | D: 0.4153 | G: 2.2931 | G_KD: 0.4967 | D_KD: 0.1218
2025-08-02_22-59-37 | Epoch 478 | D: 0.6040 | G: 1.1171 | G_KD: 0.5189 | D_KD: 0.0213
2025-08-02_22-59-37 | Epoch 479 | D: 0.5200 | G: 1.4652 | G_KD: 0.5010 | D_KD: 0.0437
2025-08-02_22-59-37 | Epoch 480 | D: 0.5610 | G: 2.0591 | G_KD: 0.5217 | D_KD: 0.1022
2025-08-02_22-59-37 | Epoch 481 | D: 0.5434 | G: 1.3051 | G_KD: 0.4926 | D_KD: 0.0277
2025-08-02_22-59-37 | Epoch 482 | D: 0.3732 | G: 1.7232 | G_KD: 0.4943 | D_KD: 0.0611
2025-08-02_22-59-37 | Epoch 483 | D: 0.3925 | G: 1.6859 | G_KD: 0.4788 | D_KD: 0.0678
2025-08-02_22-59-37 | Epoch 484 | D: 0.5479 | G: 1.0981 | G_KD: 0.5095 | D_KD: 0.0286
2025-08-02_22-59-37 | Epoch 485 | D: 0.3319 | G: 1.8842 | G_KD: 0.4959 | D_KD: 0.0957
2025-08-02_22-59-37 | Epoch 486 | D: 0.4120 | G: 1.7044 | G_KD: 0.4986 | D_KD: 0.0694
2025-08-02_22-59-37 | Epoch 487 | D: 0.4067 | G: 1.8687 | G_KD: 0.4939 | D_KD: 0.0779
2025-08-02_22-59-37 | Epoch 488 | D: 0.5719 | G: 1.1911 | G_KD: 0.4378 | D_KD: 0.0583
2025-08-02_22-59-37 | Epoch 489 | D: 0.3973 | G: 1.5940 | G_KD: 0.4635 | D_KD: 0.0586
2025-08-02_22-59-37 | Epoch 490 | D: 0.3855 | G: 1.6547 | G_KD: 0.4773 | D_KD: 0.0709
2025-08-02_22-59-37 | Epoch 491 | D: 0.4396 | G: 1.4110 | G_KD: 0.4978 | D_KD: 0.0516
2025-08-02_22-59-37 | Epoch 492 | D: 0.2909 | G: 1.8389 | G_KD: 0.4856 | D_KD: 0.1001
2025-08-02_22-59-37 | Epoch 493 | D: 0.6480 | G: 1.2927 | G_KD: 0.4719 | D_KD: 0.0425
2025-08-02_22-59-37 | Epoch 494 | D: 0.5244 | G: 1.9646 | G_KD: 0.5146 | D_KD: 0.0987
2025-08-02_22-59-37 | Epoch 495 | D: 0.6455 | G: 1.0900 | G_KD: 0.4972 | D_KD: 0.0237
2025-08-02_22-59-37 | Epoch 496 | D: 0.6385 | G: 1.9728 | G_KD: 0.4974 | D_KD: 0.1153
2025-08-02_22-59-37 | Epoch 497 | D: 0.5911 | G: 1.3895 | G_KD: 0.5087 | D_KD: 0.0472
2025-08-02_22-59-37 | Epoch 498 | D: 0.4541 | G: 2.0485 | G_KD: 0.5000 | D_KD: 0.1049
2025-08-02_22-59-37 | Epoch 499 | D: 0.5965 | G: 1.1256 | G_KD: 0.4794 | D_KD: 0.0350
2025-08-02_22-59-37 | Epoch 500 | D: 0.5207 | G: 1.4340 | G_KD: 0.4950 | D_KD: 0.0497
